ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc
Nbc3,f5,g4,f4,d4,g5,e3,e6,b3,Nbc6,1
f4,g6,g4,d6,e4,Ne6,Nbc3,Nc6,f5,Nc5,1
b4,d5,Nf3,Nd6,O-O,b6,Nb3,a6,Be5,f6,-1
e4,b5,d4,Nf6,e5,Nh5,Nh3,O-O,Qe2,f6,-1
Nb3,c5,f3,d6,Ng3,h5,e4,Nd7,Be3,b5,1
b4,Nb6,c4,f6,c5,Nd5,e3,b6,Be2,Qb7,-1
g3,g6,b3,Bxa1,Rxa1,Nef6,Kb2,e5,Qh3,e4,1
b4,b6,e3,Ngf6,Nef3,g6,g3,Nd6,Bg2,Bd5,1
e4,c5,Ng3,Ba5,Nf3,b5,b3,f6,O-O,d5,0
c4,b5,b4,O-O,cxb5,Qxb5,Rc5,Qa6,Ra5,Qb7,1
b4,e5,f4,b5,e4,Bf6,fxe5,Bxe5,Bxe5,Qxe5,0
b3,Nf6,e4,e5,d3,Ng6,h4,b6,h5,Nf4,-1
d4,d5,Nf3,c6,O-O,Nf6,Nb3,O-O,Bg5,h6,1
Nf3,Nf6,c4,O-O,d4,d6,c5,dxc5,dxc5,c6,1
f4,f5,Bd4,e5,fxe5,Qh4+,Bf2,Qxh2,g3,g5,0
f4,g6,g3,f5,Nab3,Bf7,Be3,O-O,O-O,Nab6,-1
e4,e5,Ng3,d6,Nf3,Ng6,d4,exd4,Nxd4,Nh4,-1
e4,e5,f4,exf4,Rxf4,Nf6,Ng3,Ng6,Rf2,d5,-1
c3,f5,f3,a5,Bf2,Ng6,Nb3,b6,Nd4,e6,1
a3,Ng6,Ba2,c6,d4,d5,Nd3,Nd6,g4,Bc7,-1
d4,d5,e4,dxe4,Qxe4,f5,Qd3,g5,Nd2,Nf7,1
d4,d6,e4,e5,d5,f5,exf5,Bxf5,f4,Nd7,1
c4,g6,Ng3,f5,O-O,Nfe6,d3,f4,Ne4,c6,1
c4,c5,Ng3,Ng6,Nc3,b6,O-O,O-O,b3,Bb7,0
e4,Ng6,Nb3,f6,Bh5,Bf7,O-O-O,b6,f3,e5,1
Ng3,e5,Nd3,f6,f3,Bf7,c3,Nb6,Bf2,Ng6,1
f4,a5,g3,a4,e4,a3,b3,g6,c3,e5,-1
Ne3,g6,a4,f5,g4,f4,Nd5,e5,e4,fxe3,1
e4,Nb6,d4,d5,e5,g6,Nb3,Bg7,Bf4,f6,-1
Nb3,d5,d4,Bf5,e3,e6,Bd3,Bxd3,Nxd3,Bd6,-1
d4,g5,g3,Nc6,c3,d5,Ne3,e6,Nd2,Ng6,1
Nc3,d6,g4,g6,d3,Nfd7,Bg5,Bxc3+,bxc3,c6,0
g3,Nc6,b3,e6,Bg2,Be7,O-O-O,Nf6,Bxc6,dxc6,1
e3,b6,Nc3,e5,Nf3,g5,h4,g4,Ng5,Rg7,-1
e4,Ng6,O-O-O,e5,Ng3,Nc6,b3,O-O-O,Bb2,Nf4,-1
Ng3,e5,e3,O-O-O,Nc3,b6,Bd3,Ng6,Qe2,Nh4,1
f4,f5,g3,Bd5,Nf3,e5,fxe5,b5,Bg2,g5,-1
e4,e5,f3,Nb6,d4,exd4,Bxd4,O-O-O,Nb3,Nd6,1
e4,e6,Nf3,Nc6,d4,d5,e5,Nge7,Bd3,Nb4,1
e4,e6,Nf3,d5,Nc3,Nf6,e5,Nd7,d4,c5,1
f4,Nb6,Ng3,e5,fxe5,Ng6,e4,Nxe5,Be2,Bh4,1
Nb3,f5,e4,fxe4,Ng3,Nb6,Nxe4,Ng6,Bh5,e5,0
b3,b5,Nf3,Ne6,g3,Rb6,d3,d6,e4,Ra6,1
b4,b6,Nh3,Nf6,Ne3,g6,Rb3,Nb7,Ng5,Ne4,0
f4,Nb6,c3,f5,Bb3,e6,O-O-O,Nd6,Nac2,Bf6,1
Nb3,f5,f4,Nb6,a4,c6,a5,Nd5,Nd3,Bc7,1
b3,Ngf6,e3,Nd6,Bf3,e6,g4,Be7,O-O-O,O-O,-1
b4,b6,Rb3,e6,Ra3,a5,Nd3,Nd6,bxa5,Nc4,-1
Nc3,Nd6,g4,Nc6,Bxc6,dxc6,b4,f5,f4,g6,1
Nd3,g6,Nc3,Bxc3,dxc3,b5,f4,f5,Qc5,Qxa2,1
Ng3,Ng6,d4,e6,e4,c5,d5,h5,Rh1,h4,1
Ng3,e6,Nc3,d5,e4,d4,Nb5,Nc6,c3,e5,-1
c3,Ne6,f3,c6,Ng3,Qa5,Nf5,Kd8,Qb3,b6,0
Ne3,c6,c3,f6,Bd3,Ng6,Kc2,Qa5,a4,Bc7,-1
e4,d5,exd5,Nb6,Nc3,h5,d4,h4,Bd3,Na6,-1
Nb3,d5,e3,c5,d3,e6,Be2,Bd6,f4,O-O,1
b3,Nc6,Nf3,e6,e4,Nf6,Nc3,Be7,Be2,O-O,-1
Nf3,e6,O-O,b6,e3,Nf6,Nc3,O-O,Be2,Be7,1
e4,f5,exf5,Rxf5,Nb3,Nb6,Bf3,c6,O-O-O,Bc7,1
Nf3,d5,e3,c5,Be2,Bc7,d4,cxd4,Nxd4,O-O-O,1
b3,Ngf6,Ngf3,b6,O-O,c5,c4,O-O,Qf5,Nd6,0
Ngf3,Ngf6,c4,O-O,O-O,b6,Nd3,Bxf3,exf3,d6,1
O-O,O-O,e4,Ng6,d3,Nc6,Nd2,e5,Nf3,d6,1
O-O,O-O,Ng3,e5,Nc3,d6,e4,Ng6,d3,Nc6,0
b3,Nf6,Bxf6,gxf6,g3,f5,O-O-O,e6,d4,Qe7,1
Nf3,g6,Nc3,Bxc3,dxc3,b6,g3,O-O-O,O-O-O,e5,-1
Ng3,Ng6,f3,f5,c4,Be6,Nd3,c6,Nc5,Nf4,1
f4,c5,Ng3,f5,c3,Ng6,d4,cxd4,Bxd4,Nh4,-1
f3,Nd6,c3,Ng6,Nb3,Nc4,Be4,c6,O-O-O,Bf4,1
Ng3,Nb6,Nd3,c6,f3,Bc7,c3,O-O-O,a4,f5,1
f4,Ng6,f5,Nh4,e4,e6,f6,gxf6,Bf2,Ng6,-1
Ng3,Ng6,e4,f6,f3,e5,Be3,Nh4,Nd3,Nb6,1
d4,Nb6,Ne3,Ne6,Nf5,Qd8,c4,g6,Nh6+,Kg7,1
Ne3,c5,d4,f6,dxc5,Qxc5,Nb3,Qh5,g4,Qh3,1
e4,Nb6,d4,e6,f4,d5,e5,Nc4,Be2,Be7,-1
Nb3,d5,e3,Nb6,Nf3,e6,d4,Be7,Bd3,Nh6,-1
e4,Ng6,f4,f5,exf5,Rxf5,d4,e6,Ng3,Rf8,1
Ng3,f5,d4,d5,Nd3,a5,a4,Nd6,e3,e6,-1
c4,Nhg6,f3,Ne6,Bf2,c5,e3,a5,Nfg3,Ne5,-1
Nhg3,c5,Ne3,g6,Nd5,c4,f3,f5,e4,fxe4,1
b4,b5,Qa3,Rb6,Qxa7,Ne6,f4,f5,Qa3,Nf6,1
b4,b5,Nh3,Qa6,Rb3,Qxa2,Ne3,Qa6,Ra3,Qd6,1
e4,Nb6,d4,e5,dxe5,Rxe5,Bf4,Re8,O-O-O,Nf6,-1
Nf3,e5,e4,Nb6,Nb3,Nf6,d3,d6,Be3,Ng4,-1
e4,O-O,d4,b6,c4,c5,d5,Ba6,Bd3,f5,1
c4,e5,O-O,c5,Nb3,Ne6,Ne3,g6,d3,O-O,1
e4,Nc6,f4,e6,Nc3,Be7,Nf3,f5,e5,Nh6,1
c4,e5,Nc3,f5,Ba4,d6,Bxe8,Rxe8,d3,Bf6,1
e4,Ng6,d4,e5,dxe5,Nxe5,f4,Ng6,f5,Ne5,-1
Ng3,e5,e4,Bc5,a3,f6,b4,Bb6,Nf5,Qf8,0
e4,d5,exd5,Nf6,c4,b5,d3,Nb6,b3,c5,1
Nf3,d5,d4,Nb6,Nd3,a5,O-O,c6,e3,Bc7,1
g3,c6,e4,f6,f4,Bf7,a4,Nd6,Ba2,Bxa2,1
Ne3,a5,c3,e5,Nb3,Nd6,Nf5,Nc4,Nc5,g6,1
e3,b5,a4,bxa4,Qg4,Ngf6,Qxa4,Rb6,b4,Nd6,1
b4,b5,Rb3,e6,Nd3,a5,Nf3,axb4,Nfe5,Nh6,-1
c4,Ngf6,b4,O-O,e4,b5,f3,bxc4,e5,Nd5,-1
Ngf3,c5,b3,b5,O-O,d6,c4,e5,Bc2,bxc4,-1
g4,Nc6,d4,O-O,Bc3,e6,e4,d6,Na3,Nb6,-1
d4,d5,Nc3,g5,e3,e6,O-O,Nd6,Nd3,Na6,0
c4,O-O,d4,Ng6,Ng3,d6,e4,Nb6,c5,dxc5,1
O-O,c5,Ng3,d5,c4,Ng6,cxd5,Qxd5,e4,Qd6,1
d4,d5,e3,Nab6,b3,Nd6,a4,Bc6,c4,dxc4,-1
d4,d5,Nab3,e6,Nd3,g6,e3,h5,Be2,Be7,1
e4,Ngf6,f3,e5,Nh3,b5,d4,exd4,Ng5,Ke7,-1
Ngf3,b5,d4,Ngf6,Bf4,Nd6,Nd3,h6,e3,g5,-1
f3,Nc6,d4,f6,c4,Nb6,c5,Nd5,Qd2,Ndb4,1
Nc3,Nc6,f4,d6,e4,Nb6,Be3,h5,O-O,e5,-1
e4,f5,e5,Nab6,Nab3,d6,d4,Qf7,h4,O-O,-1
Nab3,d5,d4,Bb5,h4,e6,Rh3,h5,Nd3,Nab6,-1
d4,Nhg6,e4,e5,dxe5,Nxe5,f4,Neg6,Nhg3,d6,-1
Nhg3,e5,e4,Bg5,a4,d6,Ne3,Bc6,Bg4,Ne6,1
d4,d6,g4,g6,c3,e5,Qd3,Nfe6,d5,Nc5,0
g3,g5,Nfe3,a5,O-O,d6,Be4,Bh3,Re1,a4,0
g3,g5,b4,Bxa1,Rxa1,Nde6,a4,Ng6,Nc3,Qh8,1
g4,g5,Nc3,Bxc3,bxc3,f6,Ne3,Qxa2,Bd5,Qa6,-1
d4,e5,dxe5,Ng6,f4,d6,Qd2,Qd7,exd6,Bxd6,1
Nc3,e5,Ng3,Nc6,f3,f6,e4,Ng6,Nh5,Bf7,1
b3,b6,g4,Bxh1,Rxh1,Ncd6,Nf3,O-O,h4,Ne4,-1
O-O,g6,Ncd3,b6,Nf3,d6,b3,Bxa1,Rxa1,e5,-1
g4,Ne6,f4,Nb6,a4,a5,b4,Ra8,f5,Nf8,1
Nb3,Nb6,d3,g5,g4,d6,Bd2,Bd7,Ne3,O-O-O,-1
c3,Nf6,f3,Ng6,a4,d5,d4,e6,e4,dxe4,1
Nf3,d5,d4,Nf6,e3,a5,Bd3,e6,Ng3,Be7,-1
d4,Nf6,Ng3,c5,dxc5,Qxc5,Nf3,d6,e4,Ne6,0
e4,e5,f3,Ne6,Bf2,d6,Ne3,Bg5,Be2,Ne7,1
O-O-O,e5,b3,e4,f3,b5,fxe4,Bxe4,d3,Bg6,-1
b4,O-O-O,e3,Ngf6,Nd3,d6,b5,e6,Nh3,b6,1
Ng3,b6,Nf3,c5,b4,Nf6,bxc5,Rxc5,c4,Qc8,-1
b3,Nf6,Ng3,b6,Nf3,c5,c4,Bxf3,gxf3,Ng6,1
c3,d5,d4,Nf6,Ng3,c6,O-O,h5,Nf3,h4,-1
c3,c6,d4,d5,Nf3,Ng6,e4,dxe4,Bxe4,Nf6,0
d4,f5,Nc3,e6,O-O-O,Nc6,e3,Bh5,f3,Be7,-1
d4,d5,Ng3,Nc6,e4,O-O-O,Ne3,Nxd4,exd5,e5,1
g4,g6,Qh3,Nbc6,Nbc3,Ne6,d3,h5,Ne3,hxg4,-1
g4,g6,Qh3,d6,Qh4,g5,Qxh7,Be5,Bg2,Rh8,1
d4,d5,Nc3,e6,Nb3,Nd6,e3,b6,Bd3,Be7,1
e4,e5,b4,d6,d4,exd4,Qxd4,Be7,Ne3,O-O,1
c4,c5,Nb3,e5,d3,Nf6,Bg5,Nb6,Bxf6,gxf6,-1
c4,c6,d4,d5,cxd5,cxd5,Nb3,Nb6,Nf3,Nf6,1
c4,c5,Ng3,Be5,O-O,g6,Be4,d6,d3,h5,-1
c4,c5,b3,b6,Be4,Nc6,Bb2,Ng6,g4,Bb7,1
c4,b6,c5,bxc5,b3,d6,Nf3,Nf6,Ng5,Qg8,-1
c4,b6,b4,c5,b5,O-O-O,Nf3,Nf6,d4,Bxf3,1
e4,e5,Ne3,Ne6,Bg4,Nc6,f3,h5,Bxe6,fxe6,-1
e4,e5,Ne3,f6,Nc3,Bf7,Nf5,Ne6,f3,O-O,1
e4,Nb6,Nb3,e5,d4,exd4,Bd2,f6,O-O-O,Ng6,-1
e4,Nb6,d4,f5,Nb3,fxe4,Rxe4,d5,Re1,Nf7,1
e4,e5,Nf3,Ng6,Qc4,d6,d4,exd4,Qxd4,Bf6,-1
d4,Nf6,Nd3,d5,Ng3,Ng6,e3,Qe8,f4,e6,1
f4,c5,c4,f6,Bc2,Bxc4,Bxh7,Bd5,e4,Bf7,-1
f4,c5,c4,f6,Ng3,Ng6,Nf5,Rf7,Qc2,Qc6,1
d4,d5,Nf3,c6,Bf4,Bc7,Bxc7,Nxc7,h4,Bf5,0
c4,e5,Nc3,d6,d3,Nd7,f4,c6,Be3,Nef6,1
e4,e5,f4,exf4,Qf2,g5,d3,f6,O-O,Be7,-1
e4,d6,d4,Nd7,f4,c5,Nc3,e5,dxe5,dxe5,1
c3,f6,f4,c6,g3,Ng6,Nf3,e5,Bxg6,hxg6,-1
f4,c6,c3,Nc7,e4,f6,Ng3,Nf7,Bd3,e5,0
g4,g5,Ng3,Ng6,d4,Nc6,Bxc6,dxc6,f3,e5,-1
g4,g5,Ng3,d5,Nc3,e6,f3,h6,Bf2,Bh7,0
b3,Ne6,Nf3,b5,Ng3,c5,O-O,Nf6,d3,Bc7,-1
b3,b6,Bxg7,Bxg2,Bxh8,Bxh1,Ng3,Qb7,c4,Ng6,1
d4,g6,g4,d5,Bh6,g5,Bxf8,Kxf8,Nb3,Rg6,1
d4,d5,g4,g5,Bf3,Nb6,c3,e5,e4,exd4,1
f3,c6,Bf2,Nb6,O-O,f6,Ne3,Be5,c3,Be6,1
c4,c6,f3,f6,Nb3,Bf7,d4,Nb6,Bd3,O-O,0
f4,Nb6,f5,e6,g4,exf5,gxf5,g6,e4,Be5,-1
f4,f5,Nb3,Nb6,g3,g6,e4,fxe4,Bxe4,e5,0
c4,Nab6,b3,c5,d4,cxd4,c5,Na8,Rxd4,Be5,-1
d4,d5,Nd3,Bb5,c3,O-O,Bc2,c6,b3,Nd6,1
d4,d5,Bf4,g5,Bxg5,Qxd4,Nef3,Qa4,e3,f6,-1
d4,d5,c3,c6,Ngf3,Bc7,Bc2,Ngf6,Nd3,Bf5,1
d4,d6,Nb3,e5,Nc3,exd4,Nxd4,Nc6,Nxc6,bxc6,-1
Nc3,e5,f4,Nc6,fxe5,Nb6,d4,f6,e3,fxe5,1
d4,d5,Nc3,Nc6,f3,f6,e4,Nb6,Nb5,Rd7,-1
f3,b6,d4,d5,Nc3,e6,e4,dxe4,fxe4,Bb7,0
b3,b6,Qa3,Ngf6,Ngf3,Nd6,Ne5,a6,N1f3,Nb5,0
b3,b6,Nh3,Qa6,d3,Qa5,b4,Qxa2,Bc3,Nd6,-1
g4,g5,Qh3,Rg6,Qe3,Nc6,Bxc6,Rxc6,Qxg5,b6,0
g4,g6,Qh3,Nc6,Nc3,Bd4,e3,Bxc3,bxc3,b6,1
b3,Nf6,e3,e6,Nf3,Be7,Bb2,c5,Be2,O-O,-1
e3,e6,Be2,b6,Nf3,Nc6,O-O,Bb7,c4,Nf6,0
b4,b5,Nb3,O-O,d3,d6,Bb2,e5,e4,f5,-1
b4,b6,d3,d6,f4,Bb7,e4,c5,O-O,g6,1
b4,d5,c3,Nd6,d4,b6,Nd2,f6,Bb2,e5,-1
d4,b6,c4,c6,e3,d5,b3,Nd7,Ne2,dxc4,0
d4,d5,Bf4,Bf5,Bxc7,Rc8,Bxb8,Qxb8,c3,e6,0
d4,Nf6,Nc3,b6,Bf4,d6,e3,Nh5,Bg3,Nxg3,-1
f4,Nc6,g4,g5,Bxc6,dxc6,Qc5,gxf4,Qxe7,Nb6,-1
f4,Nb6,g4,g5,fxg5,Qxg5,Rf5,Qg7,Bh4,f6,0
e4,e5,Ne3,Bg5,f3,O-O-O,g3,f6,Be2,Bxe3,0
e4,e5,Nhg3,Ne6,Ne3,f6,Bg4,g6,O-O-O,h5,-1
c4,Nf6,b4,b6,Nf3,Ng4,Qg1,c5,b5,Ng6,-1
b3,c5,c4,b6,Nh3,Ne6,Ng3,Bc6,O-O,Nf6,1
d4,d5,Nc3,Na6,Qb1,Nf6,h3,O-O,g4,c6,-1
Nf3,g6,d4,d6,O-O,Bf5,c4,Bg7,Nc3,Nf6,0
g3,g6,Nbc3,Nbc6,b3,b6,Nd5,Nd4,c3,Nf5,-1
b3,b6,O-O,Ne6,d3,g5,Bxh8,Rxh8,Qb2,f6,1
g3,e5,f4,f6,Bf2,g5,fxe5,fxe5,Qf3,g4,1
d4,g6,e3,d5,Nc3,e5,dxe5,Qxe5,Nd3,Qd6,1
f4,g6,e4,e5,g3,exf4,gxf4,f5,e5,d6,1
f4,g6,g3,f5,Nd3,Nb6,e4,Bg7,e5,d6,1
f4,f5,Ng3,d6,e4,fxe4,Nxe4,Ng6,Be3,Nf6,-1
d4,f5,Nd3,Ng6,h4,e6,h5,Ne7,Bh2,Nc6,-1
e4,e5,f3,f5,exf5,Nd6,Bc5,Na6,Ba3,c5,1
f4,f6,d3,e5,fxe5,Qxe5,Nc3,Nc6,Bf2,Bf7,-1
b4,b5,Qa3,Nfe6,Qxa7,Bd5,Qa3,Nc6,g3,Bxh1,-1
b4,b6,Nfe3,Nde6,Qa3,g6,Bxh8,Rxh8,b5,Bb7,-1
Nb3,Nb6,Nc5,O-O-O,c3,f5,f4,g6,Nf3,Nf6,-1
f4,Nb6,e4,f5,e5,Nc4,O-O-O,c6,c3,Bd5,-1
b3,b6,e4,Nh6,f4,d6,g3,Nd7,Bf3,g6,1
b3,b6,e4,Bb7,f4,f6,g3,g6,Ne3,e5,1
c4,e5,b4,Ng6,Bc2,O-O,Bxg6,fxg6,Bxe5,b6,1
e3,b6,b3,c5,Ng3,Bb7,Nf5,h5,Bf3,Nc6,1
c4,Ng6,Ng3,c5,h4,e6,h5,Ne5,O-O,f5,-1
c4,Ng6,Ng3,c5,O-O,f6,e3,Nc6,f4,Bf7,0
b4,b6,Ne3,Na6,d4,g6,Bc3,d6,Qd2,Qa4,0
b3,b6,O-O,Ne6,f4,g6,Bxh8,Rxh8,e4,Bb7,1
d4,c5,dxc5,Rxc5,e4,d6,Bc3,Nf6,Nd2,Na6,-1
d3,d5,c4,dxc4,Rxc4,Bc6,Nf3,e6,Bd2,Nd7,1
f4,d5,Qd4,f6,Nd3,e6,g4,Bb5,Bg3,Bd6,1
d4,f5,g4,e6,gxf5,exf5,e3,g6,Nd3,Bf7,0
g3,d6,d4,g5,Bc3,Bd7,Qd3,Ng6,Qf3,Nc6,0
d4,g6,g4,d5,e3,Bf6,g5,Bg7,Nc3,e6,1
d4,d5,Nc3,Nc6,f3,a6,e4,e6,Qf2,f6,1
d4,d5,g4,h5,gxh5,Bf5,Qg3,Nc6,Bf4,O-O-O,0
f4,f5,c3,g6,e4,fxe4,Qxe4,Nd6,Qc2,Bd5,1
g4,c6,h3,g6,Bh2,Be5,Bxe5,Qxe5,Nd3,Qg7,-1
b4,b6,d3,Bb7,e4,e6,h4,Ne7,c4,d6,0
b4,b5,Ng3,e6,e4,Ng6,Nb3,Bf6,Bxf6,gxf6,0
d4,d5,c3,c6,e4,dxe4,Qxe4,Ngf6,Qe2,Bf5,1
c3,c5,d4,cxd4,cxd4,d5,Ngf3,Ngf6,Bc2,Qc7,-1
e4,b6,Bf3,Bb7,Ng3,c5,b3,Ne6,d3,Nd4,1
e4,b6,Bf3,e5,b3,d6,Qc3,Ne6,d3,c5,-1
c4,Nab6,e4,c5,d4,cxd4,c5,Na8,f4,e5,0
c4,d5,cxd5,f5,d4,Qf6,Nc2,Nab6,Ne3,Nxd5,-1
e4,e5,b4,b6,d4,exd4,Qxd4,c5,Qc4,Bb7,1
e4,b6,d4,Bb7,f3,e6,Bd2,a5,Nf2,Bb4,-1
g4,f5,gxf5,Qxa2,Nb3,Qa6,d3,Bf7,Ra1,Qf6,1
f4,Nb6,g4,f5,Bh4,Qe6,Qe3,fxg4,Bxe7,Rf7,-1
d4,e5,dxe5,Qc5,Nc3,Qxe5,e4,d6,Qd3,Nb6,1
e4,e5,Bg4,h5,Bf3,Nc6,d3,Qd6,Be3,Qg6,-1
e4,d5,e5,Bf5,d4,Nb6,Nf3,Qc8,O-O,c5,1
d4,d5,c3,c6,Nb3,Nf6,Nf3,Nb6,Nc5,Nc4,0
d4,d5,O-O,Bf5,Nc3,Nb6,e4,dxe4,Nxe4,Nc6,1
d4,d6,g4,O-O,Nc3,Nc6,Be4,f5,Bd5+,e6,0
g3,f5,f4,Nd6,d3,g6,c4,e5,fxe5,Bxe5,1
g3,f5,Nd3,d6,f4,c5,e4,fxe4,Bxe4,c4,1
f3,Nc6,d4,f5,Nc3,Nb6,O-O-O,Nd5,Nb3,f4,1
Nb3,d5,f3,Nc6,e4,dxe4,fxe4,e5,Bh4+,g5,0
d4,b6,c4,Nhg6,Nhg3,Bb7,Bc2,e5,d5,c6,1
d4,Nhg6,c4,d6,Nhg3,e5,d5,Nd7,Bf5,Qe7,0
d4,g6,e4,e5,d5,f5,f3,Bf6,a4,c6,1
d4,d5,g3,f5,f4,Nb6,Qb4,a5,Qc3,g6,-1
d4,e5,d5,e4,f3,f5,Nbc3,c6,Qg3,Bxd5,1
e4,e5,f3,Nbc6,Nbc3,f6,Ne3,Nd4,Nf5,N8c6,0
d4,d5,c3,c6,e4,Ng6,a4,Nb6,e5,f6,1
d4,d5,c3,c6,e4,f6,Ne3,e6,Ne2,a5,0
c4,g6,b4,b6,Ng3,Bb7,e4,Bh6,Be2,Bf4,1
b4,c5,bxc5,e6,Qb4,Ng6,Qa5+,b6,cxb6,axb6,1
e3,b6,Bf3,Bb7,b4,e6,Qb5,d5,Qa4,Nd6,-1
e3,e6,Bf3,d5,Qb5,c6,Qa4,b5,Qxa7,Bb7,-1
O-O-O,f6,d4,c6,g3,Nb6,e4,Nc4,f4,Bc7,1
c3,O-O-O,f3,e5,Nb3,Nb6,Ne3,g6,Bf2,d5,-1
c4,c6,d4,Bc7,Nf3,d5,cxd5,cxd5,Nb3,Nb6,1
c4,Nf6,d4,c6,Nf3,d5,c5,Ne4,Nb3,O-O,-1
b3,f6,e4,Ng6,f3,c6,f4,Nd6,f5,Nh4,0
Ng3,b6,e4,e5,Nd3,Bh4,Bf3,Bxg3,fxg3,f6,-1
e4,b5,d4,Nd6,e5,Nc4,Re2,Qb7,Nf3,Qa6,0
e4,b5,b4,e5,Nb3,d6,Bf3,Nce7,Qd1,Ng6,-1
e4,e5,d4,exd4,Qd3,c5,O-O,Nc7,b4,b6,1
e4,f5,d3,Qf7,Nb3,d6,exf5,Bxf5,Ng3,O-O,-1
f4,Nc6,Nc3,f5,g3,g6,e4,Bc4,d3,Bxa2,1
f4,f5,Nc3,Nc6,g3,e5,fxe5,g6,Be3,Qxe5,0
Nb3,f5,e4,fxe4,Ng3,e5,Nxe4,Nb6,f3,Be6,0
e4,Nb6,Nb3,e5,f3,f6,d4,Ng6,d5,f5,1
g3,Nc6,b4,d6,b5,Ne5,d4,Ng4,f3,N4h6,-1
d3,Nc6,c4,g6,Nf3,d6,Nc3,Bg7,Bd2,h6,1
b3,b6,g3,Bb7,Bxb7,Qxb7,Bb2,Nc6,c4,Ne6,0
b3,g6,Bb2,Bxb2,Qxb2,b5,Nfe3,Nfe6,g3,Bb7,1
f4,f6,Qg3,Bf7,Qxg7,Rg8,Qh6,Rxg2,e4,c6,-1
f4,e5,fxe5,Qxe5,Ng3,f5,Nd3,Qb5,e4,fxe4,1
d4,d6,g3,Ne6,d5,Nc5,b4,Na4,Qd4,g6,-1
d3,g6,Bc3,d6,Bxh8,Rxh8,Ndc3,Bc6,b4,e5,0
Ng3,Nf6,Nf3,Ng6,c4,c6,b3,Nf4,O-O,d6,-1
Ng3,Nf6,Nf3,Ng6,c3,b6,Nf5,O-O,O-O,Qd5,1
Ng3,f5,c4,g6,d4,d5,cxd5,Bxd5,f3,c6,-1
Ng3,c5,c4,Ne6,e3,Ng6,Nf5,Ne5,f4,Ng4,1
g3,g6,f4,d6,Nb3,Nb6,Bf2,Bd7,Na5,c6,0
Nb3,g6,g3,f5,d3,Bf7,Bd2,Bg7,Nf3,h6,1
e4,Nb6,f3,f6,Nc3,e5,Nb3,Nc6,Bf2,a6,-1
d4,f6,Nb3,Nb6,f3,Nc6,e4,d5,Nc3,e6,1
f4,e6,Nab3,Nab6,e4,d5,e5,g5,g3,Ne7,0
d4,Nab6,e3,d5,Nab3,e6,Nd3,Nc4,Ne5,b5,1
e4,Nc6,Qc4,e6,Ng3,a5,d3,Qb4+,c3,Qxc4,1
e3,e6,b3,d5,Ng3,Bd7,c4,Ng6,Nc3,Qd6,-1
Nb3,O-O-O,c4,d6,d4,Nf6,Nf3,Nb6,Bd3,Bc6,1
Nb3,Nb6,Na5,O-O-O,d4,c6,c4,f5,Bb4,Bh5,1
e4,e5,Ne3,Nhg6,Qf1,d6,Ng3,Nf4,b3,Bg5,-1
Nhg3,e5,e4,d6,d3,Be6,Nf5,f6,N1g3,g6,1
c3,Ng6,Ng3,e5,d4,exd4,cxd4,O-O,Qd3,d6,1
Ng3,Ng6,d3,c6,e4,d5,exd5,cxd5,O-O,Qd6,1
d4,d5,c4,dxc4,Rxc4,Nhg6,Bf5,e6,Be4,Bb5,-1
c4,c5,Be4,e6,d3,f5,Bf3,d6,Bc3,Nf7,1
g4,Nc6,d3,d6,Bxc6,bxc6,Qh1,c5,Qc6,Nd7,-1
d3,f5,Nc3,g6,g3,d6,e4,Bxc3,bxc3,Qf7,1
g3,g6,f4,d5,Bf3,Nc6,Qh3+,f5,Qxh7,Nh6,-1
Nc3,g6,g4,f5,g5,Nc6,f4,Bg7,Bf2,e6,0
d4,d5,Nf3,Nf6,Ne3,Ne6,Bd2,c5,c3,b6,-1
d4,d5,Nf3,Nf6,Ne3,Ne6,c4,dxc4,Nxc4,c5,1
d4,d6,Qa5,a6,Qh5,e5,c3,exd4,cxd4,Ng6,0
d3,c6,e4,Ng6,O-O,d5,Ng3,O-O,Nb3,Nb6,1
e4,e6,b3,Nc6,Bb2,O-O-O,Nf3,Nf6,e5,Nd5,-1
f4,b6,e3,e6,Ba6+,Bb7,Qf1,Nc6,a3,Be7,1
g4,c6,b3,g6,Bxh8,Rxh8,d3,Ne6,Qd2,Qb6,-1
b3,b6,g4,Bxh1,Rxh1,Nf6,e3,g6,Ng3,Ne6,1
g4,Nab6,f4,d5,Nab3,g5,fxg5,Rxg5,Nd3,Nd6,-1
g3,g6,Nab3,f5,d4,Nab6,Nd3,Nd6,O-O-O,Bf6,1
f3,b6,c3,f6,Be4,c6,Ng3,Ng6,Bf2,Bf7,1
Ng3,g6,f3,f5,e4,f4,Ne2,c6,a4,Bc4,1
Nc3,d5,d4,g6,g4,c6,Bf4,Na6,Bf3,g5,0
d4,g5,g4,Qh6,Bf3,Nc6,c3,Qg6,Na3,d5,1
f3,f6,Bg3,Nfe6,Qe3,Bg6,d4,f5,c3,c6,-1
f3,f6,Bg3,Nc6,c3,a6,d4,e5,Bf2,Ng6,0
g3,g6,Bg2,Bg7,c3,d6,Bd5,Nf6,Bg2,Ng4,-1
